05.06.98-exp-1	هی … اسباب‌بازی
10.07.98-exp-336	این جشنواره از تاریخ بیست‌ونه بهمن تا یکم اسفندماه برگزار می‌شود .
10.07.98-exp-337	تولیدات مختلف ویدئویی و محتوای تبلیغاتی در رسانه‌های اجتماعی و دیجیتال و فضای مجازی
10.07.98-exp-338	با شعار نگاهی نو به نقش تبلیغات در اقتصاد ، اشتغال و کارآفرینی
10.07.98-exp-339	با اتفاقی که در بازی ایران و ویتنام افتاد حالا بازی‌کنان تیم ملی شدیداً نگران وضع داوری‌ها هستند .
10.07.98-exp-34	از مهم‌ترین رسالت های این سازمان است .
10.07.98-exp-340	چند سالی است کی‌روش می‌گوید سطح داوری‌ها در آسیا از سطح مسابقات پایین‌تر است .
10.07.98-exp-341	این حرف‌های او هم پیامدهایی برایش داشته است
10.07.98-exp-342	کی‌روش هر بار پای حرفش ایستاده و عقب‌نشینی نکرده است .
10.07.98-exp-343	او به مسئولان کنفدراسیون فوتبال آسیا با دست نشان می‌داد که داورشان چطور سوت می‌زند .
10.07.98-exp-344	مهدی طارمی ، مهاجم تیم ملی هم صحبت‌هایی در این باره می‌کند که جالب است .
10.07.98-exp-345	او با انتقاد از داوری می‌گوید جرئت نمی‌کنند حتی به بازی‌کنان حریف نزدیک شوند .
10.07.98-exp-346	طارمی درباره‌ی مسائل داوری بازی ویتنام حرف می‌زند .
10.07.98-exp-347	مهدی با خنده می‌گوید : « یادم رفته بود بعد از این بازی درباره‌ی داور حرف بزنم و کسی هم از من نپرسید . »
10.07.98-exp-348	چه خوب که شما پرسیدید !
10.07.98-exp-349	در بازی دوم تیم ملی همه نسبت به داوری اعتراض داشتید .
10.07.98-exp-35	رئیس سازمان آتش‌نشانی و خدمات ایمنی شهرداری سنندج بیان کرد :
10.07.98-exp-350	چه بود ماجرا ؟
10.07.98-exp-351	ظاهراً داور در زمین بازی شما را بدجور عصبی کرده بود .
10.07.98-exp-352	این چه داوری‌ای است ؟
10.07.98-exp-353	جرئت نمی‌کنیم به بازی‌کنان حریف نزدیک شویم .
10.07.98-exp-354	تا برخوردی می‌شود داور سریع کارت درمی‌آورد و نشان می‌دهد .
10.07.98-exp-355	فکر کنم اگر این داوران در اروپا باشند در هر بازی سه چهار بازی‌کن را از زمین مسابقه اخراج می‌کنند .
10.07.98-exp-356	به نظر من این که اسمش فوتبال نیست .
10.07.98-exp-357	یعنی چه که هر برخوردی می‌شود داور سریع کارت زرد نشان می‌دهد ؟
10.07.98-exp-358	می‌ترسیم دیگر در زمین فوتبال بازی کنیم .
10.07.98-exp-359	سر کارتی که داد خودت شوکه بودی و داشتی به داور نگاه می‌کردی .
10.07.98-exp-36	به چهار هزار و هفت‌صد و بیست و چهار نفر آموزش های ایمنی ارائه شده
10.07.98-exp-360	من توپ را زدم ولی کارت زرد الکی نشان داد .
10.07.98-exp-361	این کارت‌ها تأثیر دارد .
10.07.98-exp-362	اگر بازی حساس شود و یک کارت دیگر بگیرم ، چه می‌شود ؟
10.07.98-exp-363	یک بازی محروم می‌شوم .
10.07.98-exp-364	اتفاق است دیگر . ممکن است در زمین بازی رخ دهد .
10.07.98-exp-365	واقعاً کارت الکی بود .
10.07.98-exp-366	کارتی که به احسان حاج‌صفی هم داد الکی بود .
10.07.98-exp-367	خطا بود ولی کارت زرد نداشت .
10.07.98-exp-368	فکر کنم داور عاشق این بود که دست در جیبش کند و به بازی‌کنان کارت زرد بدهد .
10.07.98-exp-369	نگران نیستید در بازی‌های حساس‌تر مشکلات داوری به ضرر تیم ملی شود ؟
10.07.98-exp-37	از این تعداد سه هزار و هشت‌صد نفر در مدارس و پیش دبستانی ها آموزش دیده اند .
10.07.98-exp-370	چرا ؛ صد درصد همین‌طور است .
10.07.98-exp-371	به خاطر داوری‌ها نگران هستیم .
10.07.98-exp-372	در تورنمنت‌ها داوران باید رعایت کنند .
10.07.98-exp-373	یک اشتباه ممکن است باعث حذف یک تیم شود .
10.07.98-exp-374	مگر در بازی عراق آن اتفاقات رخ نداد و ما حذف نشدیم ؟
10.07.98-exp-375	تا الان در جام ، دو بازی انجام داده‌ایم .
10.07.98-exp-376	تا فینال باید پنج بازی دیگر در جام ملت‌ها کنیم .
10.07.98-exp-377	من الان یک‌کارته هستم و باید در بازی‌های بعدی مراقب باشم که مبادا کارت بگیرم .
10.07.98-exp-378	داوران باید واقعاً دقت کنند و به همین سادگی به بازی‌کنان کارت زرد نشان ندهند .
10.07.98-exp-379	کارلوس کی‌روش هم کلاً شاکی بود و حتی بعد از کارت زرد احسان مثل بازی‌کنان کنار زمین می‌دوید .
10.07.98-exp-38	ارائه‌ی آموزش های ایمنی به چهار هزار و هفت‌صد و بیست و چهار نفر کردستانی
10.07.98-exp-380	آخر این چه کارت‌هایی بود که داور می‌داد ؟
10.07.98-exp-381	داوران چشم ما را ترسانده‌اند .
10.07.98-exp-382	پیش‌بینی تو از بازی عراق چیست ؟
10.07.98-exp-383	چهار سال قبل هم‌راه تیم در آن مسابقه نبودی و الان خیلی‌ها می‌گویند باید انتقام بگیریم .
10.07.98-exp-384	ما نمی‌خواهیم بازی را زیاد حساس کنیم که وارد آن فاز شود .
10.07.98-exp-385	می‌خواهیم منطقی بازی کنیم .
10.07.98-exp-386	این‌که تیم ملی چهار سال قبل به عراق در آن شرایط باخته چیزی نیست که بخواهیم تمرکزمان را روی آن بگذاریم .
10.07.98-exp-387	خوب بازی کنیم . مهم این است بتوانیم بازی را ببریم .
10.07.98-exp-388	واقعاً به این فکر نمی‌کنیم چهار سال قبل چه اتفاقی افتاده است .
10.07.98-exp-389	درباره‌ی شرایط خودت حرف بزن .
10.07.98-exp-39	سنبل‌الطیب یا علف گربه ، گیاهی است علفی و چند ساله که ساقه آن به طور عمودی تا ارتفاع دو متر بالا می‌رود .
10.07.98-exp-390	همین که تیم برد ، همه راضی بودیم .
10.07.98-exp-391	من هم راضی بودم . خدا را شکر .
10.07.98-exp-392	امیدوارم این روند خوب را ادامه دهیم .
10.07.98-exp-393	در بازی ویتنام همه‌چیز آن‌طور که می‌خواستی پیش نرفت .
10.07.98-exp-394	می‌توانستم در آن بازی گل بزنم .
10.07.98-exp-395	وقت تعویض هم ناراحت بودی .
10.07.98-exp-396	اصلاً از تعویض ناراحت نبودم .
10.07.98-exp-397	من از خودم ناراحت بودم و انتظار داشتم گل بزنم ولی نشد .
10.07.98-exp-398	از خودم ناراحت بودم که گل نزدم .
10.07.98-exp-399	الان همه فکر می‌کنند رقابت آقای گلی هم بین تو و سردار است .
10.07.98-exp-4	تصفیه‌خانه‌ی جدید آب مهاباد با ظرفیت هفت‌صد و پنجاه لیتر بر ثانیه در آستانه‌ی بهره برداری است .
10.07.98-exp-40	این گیاه به صورت وحشی در جنگل‌های کم‌درخت ، در حاشیه‌ی جویبارها و گودال‌ها در بیش‌تر مناطق آسیا و ایران می‌روید .
10.07.98-exp-400	آقای گلی مهم نیست ، ان‌شاءالله تیم ببرد .
10.07.98-exp-401	حالا مهم نیست من آقای گل شوم یا سردار یا هرکس از بچه‌ها .
10.07.98-exp-402	اصلاً تمرکزی روی این مسئله ندارم .
10.07.98-exp-403	مدیر کل میراث فرهنگی ، صنایع دستی و گردشگری استان یزد گفت :
10.07.98-exp-404	صبح امروز بنیاد مستضعفان یزد به عنوان مالک موزه‌ی تاریخی قصر آینه‌ی یزد این مجموعه را پلمپ کرد .
10.07.98-exp-405	به دلیل پرداخت نشدن اجاره بها از سوی میراث فرهنگی استان یزد
10.07.98-exp-406	با در دست داشتن حکم قضایی
10.07.98-exp-407	چند سال اخیر بنیاد مستضعفان طی مکاتباتی با میراث فرهنگی خواستار پرداخت اجاره بها شده بود ،
10.07.98-exp-408	از آن‌جایی که موزه درآمد چندانی ندارد ، میراث فرهنگی توانایی پرداخت چنین هزینه‌ای را ندارد .
10.07.98-exp-41	قسمت مورد استفاده‌ی این گیاه ، ریشه‌ی آن است
10.07.98-exp-42	معمولاً از ریشه‌ی گیاهی که بیش از سه سال عمر دارد ، استفاده می‌شود .
10.07.98-exp-43	سنبل‌الطیب پس از خشک شدن به رنگ قهوه‌ای در می‌آید .
10.07.98-exp-44	طعم آن تلخ ، ولی خوش‌بو و معطر است .
10.07.98-exp-45	عطر آن پس از خشک شدن بیش‌تر می‌شود .
10.07.98-exp-46	سنبل‌الطیب دارای بویی مطبوع است و گربه بوی این گیاه را از فاصله‌ی دور تشخیص داده و به طرف آن می‌رود
10.07.98-exp-47	در اطراف آن به جست و خیز می‌پردازد و از بوی آن مست می‌شود .
10.07.98-exp-48	گل‌های سنبل‌الطیب به رنگ سفید یا صورتی و به صورت خوشه‌ای است .
10.07.98-exp-49	مطالعات نشان می‌دهد که سنبل‌الطیب به طور قابل توجهی ، بی‌خوابی شبانه را درمان می‌کند
